title,Russian Translation ,Turkish Translation ,content,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
fund,фонд,fon,Fond,0,0,neu,0,0,0,0,0,0,0,0
fundamental,фундаментальный,temel,Əsas,pos,0,0,0,0,0,0,0,0,0,tru
fundamentally,принципиально,esasen,əsas etibarilə,0,0,neu,0,0,0,0,0,0,0,0
funds,средства,para,vəsait,0,0,neu,0,0,0,0,0,0,0,0
funeral,похороны,cenaze,dəfn,0,0,neu,0,0,0,0,0,sad,0,0
fungus,гриб,mantar,göbələk,0,neg,0,0,0,dis,0,0,0,0,0
funk,испуг,korku,funk,0,neg,0,0,0,0,0,0,sad,0,0
funnel,воронка,huni,qıf,0,0,neu,0,0,0,0,0,0,0,0
fur,мех,kürk,Xəz,0,0,neu,0,0,0,0,0,0,0,0
furious,яростный,öfkeli,qəzəbli,0,neg,0,ang,0,dis,0,0,0,0,0
furiously,бешено,azgınca,qəzəblə,0,0,neu,ang,0,0,0,0,0,0,0
furlough,отпуск,izin,fasilə,0,0,neu,0,0,0,0,0,0,0,0
furnace,печь,fırın,soba,0,0,neu,ang,0,0,0,0,0,0,0
furnish,отделка,vermek,təchiz etmək,0,0,neu,0,0,0,0,0,0,0,0
furniture,мебель,mobilya,mebel,0,0,neu,0,0,0,0,0,0,0,0
furor,фурор,taşkınlık,qəzəb,0,neg,0,ang,0,0,0,0,0,0,0
furrow,борозда,kırışık,qarmaq,0,0,neu,0,0,0,0,0,sad,0,0
furtherance,способствование осуществлению,ilerletme,irəliləyiş,0,0,neu,0,0,0,0,0,0,0,0
fury,ярость,öfke,qəzəb,0,neg,0,ang,0,0,fea,0,sad,0,0
fuse,предохранитель,sigorta,qoruyucu,pos,0,0,0,0,0,0,0,0,0,tru
fusion,слияние,füzyon,qaynaşma,pos,0,0,0,0,0,0,0,0,0,0
fuss,суетиться,yaygara,təlaş,0,neg,0,ang,0,0,0,0,sad,0,0
fussy,суетливый,telaşlı,təlaşlı,0,neg,0,0,0,dis,0,0,0,0,0
futile,бесполезный,beyhude,əbəs,0,neg,0,0,0,0,0,0,sad,0,0
futility,тщетность,boşuna oluş,boşluq,0,neg,0,0,0,0,0,0,0,0,0
future,будущее,gelecek,gələcək,0,0,neu,0,0,0,0,0,0,0,0
fuzz,пух,hav,təlaş,0,0,neu,0,0,0,0,0,0,0,0
fuzzy,нечеткий,belirsiz,qeyri -səlis,0,0,neu,0,0,0,0,0,0,0,0
gaby,простофиля,gaby,gaby,0,neg,0,0,0,dis,0,0,0,0,0
gag,кляп,tıkaç,gag,0,neg,0,0,0,dis,0,0,0,0,0
gage,залог,ölçü,ölçmə,0,0,neu,0,0,0,0,0,0,0,tru
gaggle,гоготание,kaz sürüsü,ağız açmaq,0,0,neu,0,0,0,0,0,0,0,0
gain,усиление,kazanç,qazanmaq,pos,0,0,0,ant,0,0,joy,0,0,0
gainful,прибыльный,kazançlı,qazanclı,0,0,neu,0,0,0,0,0,0,0,0
gaining,набирает,kazanma,qazanmaq,pos,0,0,0,0,0,0,0,0,0,0
gait,походка,yürüyüş,yeriş,0,0,neu,0,0,0,0,0,0,0,0
gala,гала,gala,qala,0,0,neu,0,0,0,0,0,0,0,0
galaxy,галактика,gökada,qalaktika,0,0,neu,0,0,0,0,0,0,0,0
gale,буря,fırtına,qasırğa,0,0,neu,0,0,0,0,0,0,0,0
gall,желчь,safra,safra,0,neg,0,ang,0,dis,0,0,0,0,0
gallant,галантный,cesur,cəsarətli,pos,0,0,0,0,0,0,0,0,0,0
gallantry,галантность,aşk,cəsarət,pos,0,0,0,0,0,0,0,0,0,0
gallery,галерея,galeri,qalereya,0,0,neu,0,0,0,0,0,0,0,0
galley,камбуз,kadırga,mətbəx,0,0,neu,0,0,0,0,0,0,0,0
gallop,галоп,dörtnal,qaçmaq,0,0,neu,0,0,0,0,0,0,0,0
galloping,быстрорастущий,dörtnala,qaçış,0,0,neu,0,0,0,0,0,0,0,0
gallows,виселица,darağacı,darağac,0,neg,0,ang,0,0,fea,0,sad,0,0
galore,в изобилии,bolca,bol -bol,pos,0,0,0,0,0,0,0,0,0,0
galvanic,гальванический,galvanik,galvanik,0,0,neu,0,0,0,0,0,0,0,0
gamble,игра,kumar,qumar oynamaq,0,neg,0,0,0,0,0,0,0,0,0
gambler,игрок,kumarbaz,qumarbaz,0,neg,0,0,ant,0,0,0,0,sur,0
gambling,игорный,kumar,qumar,0,neg,0,0,ant,0,0,0,0,sur,0
game,игра,oyun,oyun,0,0,neu,0,0,0,0,0,0,0,0
gaming,азартные игры,kumar,oyun,0,0,neu,0,0,0,0,0,0,0,0
gammon,окорок,aldatmak,qamon,0,0,neu,0,0,0,0,0,0,0,0
gamut,гамма,gam,gamut,0,0,neu,0,0,0,0,0,0,0,0
gander,гусак,kaz,gander,0,0,neu,0,0,0,0,0,0,0,0
gang,банда,çete,Banda,0,neg,0,ang,0,0,fea,0,0,0,0
gaol,тюрьма,hapis,qaol,0,neg,0,0,0,0,0,0,0,0,0
gap,разрыв,boşluk,boşluq,0,neg,0,0,0,0,0,0,0,0,0
gape,зевать,esnemek,ağız boşluğu,0,0,neu,0,0,0,0,0,0,sur,0
gaping,зияющие,şaşkın,boşluq,0,0,neu,0,0,0,0,0,0,0,0
garage,гараж,garaj,qaraj,0,0,neu,0,0,0,0,0,0,0,0
garb,одеяние,kıyafet,paltar,0,0,neu,0,0,0,0,0,0,0,0
garbage,мусор,çöp,zibil,0,neg,0,0,0,dis,0,0,0,0,0
garbled,искаженный,bozuk,çirkli,0,0,neu,0,0,0,0,0,0,0,0
garden,сад,bahçe,bağ,pos,0,0,0,0,0,0,joy,0,0,0
gardener,садовник,bahçıvan,bağban,0,0,neu,0,0,0,0,0,0,0,0
gardening,садоводство,bahçıvanlık,bağçılıq,0,0,neu,0,0,0,0,0,0,0,0
garish,яркий,cafcaflı,qaranlıq,0,neg,0,0,0,dis,0,0,0,sur,0
garlic,чеснок,sarımsak,qarli,0,0,neu,0,0,0,0,0,0,0,0
garment,одежда,giysi,paltar,0,0,neu,0,0,0,0,0,0,0,0
garner,амбар,tahıl ambarı,toplamaq,0,0,neu,0,0,0,0,0,0,0,0
garnet,гранат,lâl,granat,pos,0,0,0,0,0,0,0,0,0,0
garnish,гарнир,garnitür,bəzəmək,0,neg,0,0,0,0,0,0,0,0,0
garrison,гарнизон,garnizon,qarnizon,pos,0,0,0,0,0,0,0,0,0,tru
garter,подвязка,jartiyer,jartiyer,0,0,neu,0,0,0,0,0,0,0,0
gas,газ,gaz,qaz,0,0,neu,0,0,0,0,0,0,0,0
gaseous,газообразный,gaz,qazlı,0,0,neu,0,0,0,0,0,0,0,0
gash,разрез,yarık,yara,0,neg,0,0,0,0,fea,0,0,0,0
gasification,газификация,gaz haline getirme,qazlaşdırma,0,0,neu,0,0,0,0,0,0,0,0
gasoline,бензин,benzin,benzin,0,0,neu,0,0,0,0,0,0,0,0
gasp,удушье,nefesi kesilmek,nəfəs,0,0,neu,0,0,0,0,0,0,sur,0
gasping,затрудненное дыхание,nefes nefese,nəfəs almaq,0,neg,0,0,0,0,fea,0,0,0,0
gastric,желудочный,mide,mədə,0,0,neu,0,0,0,0,0,0,0,0
gastronomy,гастрономия,gastronomi,qastronomiya,0,0,neu,0,0,0,0,0,0,0,0
gate,Ворота,kapı,qapı,0,0,neu,0,0,0,0,0,0,0,tru
gateway,шлюз,geçit,şluz,0,0,neu,0,0,0,0,0,0,0,tru
gather,собирать,toplamak,toplamaq,0,0,neu,0,0,0,0,0,0,0,0
gatherer,сборщик,koleksiyoncu,toplayıcı,0,0,neu,0,0,0,0,0,0,0,0
gathering,сбор,toplama,toplama,0,0,neu,0,0,0,0,0,0,0,0
gauche,неловкий,patavatsız,cücə,0,neg,0,0,0,0,0,0,0,0,0
gauge,калибр,ölçü,ölçü,0,0,neu,0,0,0,0,0,0,0,0
gauging,измерение,ölçme,ölçü,0,0,neu,0,0,0,0,0,0,0,tru
gaunt,изможденный,sıska,təvazökarlıq,0,neg,0,0,0,0,0,0,0,0,0
gauntlet,рукавица,iş eldiveni,əlcək,0,0,neu,0,0,0,0,0,0,0,0
gauze,марля,gazlı bez,cuna,0,0,neu,0,0,0,0,0,0,0,0
gavel,молоток,tokmak,tokuş,0,0,neu,0,0,0,0,0,0,0,0
gawk,таращить глаза,ahmak,ağlamaq,0,0,neu,0,0,0,0,0,0,sur,0
gaze,посмотреть,dik dik bakmak,baxış,0,0,neu,0,0,0,0,0,0,0,0
gazebo,бельведер,balkon,gazebo,0,0,neu,0,0,0,0,0,0,0,0
gazelle,газель,ceylân,ceyran,0,0,neu,0,0,0,0,0,0,0,0
gazette,газета,gazete,qəzet,pos,0,0,0,0,0,0,0,0,0,tru
gazetteer,географический справочник,gazeteci,qəzetçi,0,0,neu,0,0,0,0,0,0,0,0
gear,передача,vites,dişli,pos,0,0,0,0,0,0,0,0,0,0
gel,гель,jel,gel,0,0,neu,0,0,0,0,0,0,0,0
gelatin,желатин,jelatin,jelatin,0,0,neu,0,0,dis,0,0,0,0,0
geld,кастрировать,iğdiş etmek,cəld,0,0,neu,0,0,0,0,0,0,0,0
gelding,мерин,iğdiş edilmiş hayvan,qazma,0,0,neu,0,0,0,0,0,0,0,0
gem,драгоценный камень,taş,qiymətli daş,pos,0,0,0,0,0,0,joy,0,0,0
gemini,Близнецы,İkizler burcu,Əkizlər,0,0,neu,0,0,0,0,0,0,0,0
gender,пол,cinsiyet,cins,0,0,neu,0,0,0,0,0,0,0,0
genealogy,генеалогия,şecere,şəcərə,0,0,neu,0,0,0,0,0,0,0,0
general,генеральный,genel,ümumi,pos,0,0,0,0,0,0,0,0,0,tru
generality,всеобщность,genellik,ümumilik,0,0,neu,0,0,0,0,0,0,0,0
generalization,обобщение,genelleme,ümumiləşdirmə,0,0,neu,0,0,0,0,0,0,0,0
generally,обычно,genellikle,ümumiyyətlə,0,0,neu,0,0,0,0,0,0,0,0
generate,генерировать,üretmek,yaratmaq,0,0,neu,0,0,0,0,0,0,0,0
generation,поколение,nesil,nəsil,0,0,neu,0,0,0,0,0,0,0,0
generative,порождающий,üretken,generativ,0,0,neu,0,0,0,0,0,0,0,0
generator,генератор,jeneratör,generator,0,0,neu,0,0,0,0,0,0,0,0
generic,общий,genel,ümumi,0,0,neu,0,0,0,0,0,0,0,0
generosity,щедрость,cömertlik,səxavət,pos,0,0,0,ant,0,0,joy,0,sur,tru
generous,щедрый,cömert,səxavətli,pos,0,0,0,0,0,0,joy,0,0,tru
genesis,генезис,oluşum,genezis,0,0,neu,0,0,0,0,0,0,0,0
genetic,генетический,genetik,genetik,0,0,neu,0,0,0,0,0,0,0,0
genetics,генетика,genetik,genetika,0,0,neu,0,0,0,0,0,0,0,0
genial,добродушный,güler yüzlü,səmimi,pos,0,0,0,0,0,0,joy,0,0,0
genital,генитальный,jenital,genital,0,0,neu,0,0,0,0,0,0,0,0
genius,гений,deha,dahi,pos,0,0,0,0,0,0,0,0,0,0
genre,жанр,tarz,janr,0,0,neu,0,0,0,0,0,0,0,0
gent,джентльмен,centilmen,mülayim,0,neg,0,ang,0,dis,fea,0,0,0,0
genteel,благородный,kibar,mülayim,pos,0,0,0,0,0,0,0,0,0,0
gentleman,джентльмен,beyefendi,bəy,pos,0,0,0,0,0,0,0,0,0,tru
gentleness,мягкость,nezaket,yumşaqlıq,pos,0,0,0,0,0,0,0,0,0,0
gentry,дворянство,seçkinler,zadəgan,pos,0,0,0,0,0,0,0,0,0,tru
genuine,подлинный,hakiki,əsl,pos,0,0,0,0,0,0,0,0,0,tru
genus,род,cins,cins,0,0,neu,0,0,0,0,0,0,0,0
geography,география,coğrafya,coğrafiya,0,0,neu,0,0,0,0,0,0,0,0
geology,геология,jeoloji,geologiya,0,0,neu,0,0,0,0,0,0,0,0
geometry,геометрия,geometri,həndəsə,0,0,neu,0,0,0,0,0,0,0,0
geranium,герань,sardunya,sardunya,pos,0,0,0,0,0,0,0,0,0,0
geriatric,гериатрический,yaşlı,geriatrik,0,neg,0,0,0,0,0,0,sad,0,0
germ,зародыш,mikrop,mikrob,0,0,neu,0,ant,dis,0,0,0,0,0
german,немецкий,Almanca,alman,0,0,neu,0,0,0,0,0,0,0,0
germane,релевантный,konu ile ilgili,alman,0,0,neu,0,0,0,0,0,0,0,0
germinate,прорастать,filizlendirmek,cücərtmək,0,0,neu,0,0,0,0,0,0,0,0
germination,прорастание,çimlenme,cücərmə,0,0,neu,0,ant,0,0,0,0,0,0
gestation,беременность,gebelik,hamiləlik,0,0,neu,0,0,0,0,0,0,0,0
gesture,жест,jest,jest,0,0,neu,0,0,0,0,0,0,0,0
ghastly,ужасно,korkunç,iyrənc,0,neg,0,0,0,dis,fea,0,0,0,0
ghetto,гетто,geto,getto,0,neg,0,0,0,dis,fea,0,sad,0,0
ghost,призрак,hayalet,xəyal,0,0,neu,0,0,0,fea,0,0,0,0
ghostly,призрачный,hayalet gibi,xəyalən,0,neg,0,0,0,0,fea,0,0,0,0
giant,гигант,dev,nəhəng,0,0,neu,0,0,0,fea,0,0,0,0
gibberish,тарабарщина,saçmalık,mənasız,0,neg,0,ang,0,0,0,0,0,0,0
gift,подарок,hediye,hədiyyə,pos,0,0,0,ant,0,0,joy,0,sur,0
gifted,одаренный,yetenekli,istedadlı,pos,0,0,0,0,0,0,0,0,0,0
gig,кабриолет,iş,konsert,0,0,neu,0,0,0,0,0,0,0,0
gigantic,гигантский,devasa,nəhəng,pos,0,0,0,0,0,0,0,0,0,0
giggle,хихикать,kıkırdama,gülmək,pos,0,0,0,0,0,0,joy,0,0,0
gill,жаберных,solungaç,gill,0,0,neu,0,0,0,0,0,0,0,0
gills,жабры,solungaçları,gills,0,0,neu,0,0,0,0,0,0,0,0
gilt,позолота,yaldızlı,qızıl,0,0,neu,0,0,0,0,0,0,0,0
gimp,канитель,kaytan,gimp,0,0,neu,0,0,0,0,0,0,0,0
gin,Джин,cin,cin,0,0,neu,0,0,0,0,0,0,0,0
ginger,имбирь,zencefil,zəncəfil,0,0,neu,0,0,0,0,0,0,0,0
gingerbread,пряничный,zencefilli çörek,zəncəfil çörəyi,0,0,neu,0,0,0,0,0,0,0,0
gingerly,осторожно,temkinli,zəhmətlə,0,0,neu,0,0,0,0,0,0,0,0
giraffe,жираф,zürafa,zürafə,0,0,neu,0,0,0,0,0,0,0,0
girder,балка,kiriş,kiriş,pos,0,0,0,0,0,0,0,0,0,tru
girdle,пояс,korse,kəmər,0,0,neu,0,0,0,0,0,0,0,0
girl,девушка,kız,qız,0,0,neu,0,0,0,0,0,0,0,0
girth,обхват,kolan,ətraf,0,0,neu,0,0,0,0,0,0,0,0
gist,суть,Yüreğin,mahiyyət,0,0,neu,0,0,0,0,0,0,0,0
giving,дающий,veren,vermək,pos,0,0,0,0,0,0,0,0,0,0
glabrous,гладкий,tüysüz,çılpaq,0,0,neu,0,0,0,0,0,0,0,0
glacial,ледниковый,buzul,buzlaq,0,neg,0,0,0,0,0,0,0,0,0
glacier,ледник,buzul,buzlaq,0,0,neu,0,0,0,0,0,0,0,0
glad,рад,memnun,şad,pos,0,0,0,ant,0,0,joy,0,0,0
glade,поляна,kayran,şüşə,0,0,neu,0,0,0,0,0,0,0,0
gladiator,гладиатор,Gladyatör,qladiator,0,0,neu,0,0,0,fea,0,0,0,0
gladness,радость,sevinç,sevinc,pos,0,0,0,0,0,0,joy,0,0,0
glance,взгляд,bakış,baxış,0,0,neu,0,0,0,0,0,0,0,0
glare,яркий свет,parıltı,parıltı,0,neg,0,ang,0,0,fea,0,0,0,0
glaring,вопиющий,apaçık,parlayan,0,neg,0,ang,0,0,0,0,0,0,0
glass,стекло,bardak,şüşə,0,0,neu,0,0,0,0,0,0,0,0
glasses,очки,gözlük,eynək,0,0,neu,0,0,0,0,0,0,0,0
glassware,изделия из стекла,züccaciye,şüşə qablar,0,0,neu,0,0,0,0,0,0,0,0
glaze,глазурь,sır,şir,0,0,neu,0,0,0,0,0,0,0,0
gleam,мерцать,parıltı,parlamaq,0,0,neu,0,0,0,0,0,0,0,0
glean,подбирать колосья,toplamak,yığmaq,0,0,neu,0,0,0,0,0,0,0,0
glee,ликование,sevinç,sevinmək,pos,0,0,0,0,0,0,joy,0,0,0
glen,долина,vadi,glen,0,0,neu,0,0,0,0,0,0,0,0
glib,бойкий,üstünkörü,glib,0,neg,0,0,0,0,0,0,0,0,0
glide,скольжение,kayma,sürüşmək,pos,0,0,0,ant,0,0,joy,0,0,0
glimmer,мерцание,parıltı,parıltı,pos,0,0,0,ant,0,0,joy,0,sur,0
glimpse,проблеск,belirti,baxış,0,0,neu,0,0,0,0,0,0,0,0
glint,блеск,ışıltı,parıltı,0,0,neu,0,0,0,0,0,0,0,0
glitter,блеск,parıltı,parıltı,0,0,neu,0,0,dis,0,joy,0,0,0
glittering,сверкающий,parlak,parıldayan,pos,0,0,0,0,0,0,0,0,0,0
globe,глобус,dünya,dünya,0,0,neu,0,0,0,0,0,0,0,0
globular,шаровидный,küresel,kürəcikli,0,0,neu,0,0,0,0,0,0,0,0
gloom,мрак,kasvet,zülmət,0,neg,0,0,0,0,0,0,sad,0,0
gloomy,мрачный,kasvetli,tutqun,0,neg,0,0,0,0,0,0,sad,0,0
glorification,прославление,övme,təqdis,pos,0,0,0,0,0,0,joy,0,0,0
glorify,прославлять,yüceltmek,izzətləndirmək,pos,0,0,0,ant,0,0,joy,0,sur,tru
glory,слава,şan,şöhrət,pos,0,0,0,ant,0,0,joy,0,0,tru
gloss,блеск,yorumlamak,parıltı,pos,0,0,0,0,0,0,0,0,0,0
glossary,глоссарий,sözlük,lüğət,0,0,neu,0,0,0,0,0,0,0,0
glossy,глянцевый,parlak,parlaq,0,0,neu,0,0,0,0,0,0,0,0
glove,перчатка,eldiven,əlcək,0,0,neu,0,0,0,0,0,0,0,0
glow,светиться,parıltı,parıltı,pos,0,0,0,ant,0,0,joy,0,0,tru
glowing,пылающий,parlak,parlayan,pos,0,0,0,0,0,0,0,0,0,0
glucose,глюкоза,glikoz,qlükoza,0,0,neu,0,0,0,0,0,0,0,0
glue,клей,tutkal,yapışqan,0,0,neu,0,0,0,0,0,0,0,0
glum,угрюмый,asık suratlı,glum,0,neg,0,0,0,0,0,0,sad,0,0
glut,перенасыщение,tokluk,aclıq,0,neg,0,0,0,dis,0,0,0,0,0
gluten,глютен,glüten,özü,0,0,neu,0,0,0,0,0,0,0,0
gluttony,обжорство,oburluk,acgözlük,0,neg,0,0,0,dis,0,0,0,0,0
glycerin,глицерин,gliserin,qliserin,0,0,neu,0,0,0,0,0,0,0,0
gnat,комар,tatarcık,ağcaqanad,0,0,neu,0,0,0,0,0,0,0,0
gnome,гном,cüce,gnome,0,neg,0,ang,0,dis,fea,0,0,0,0
goat,козел,keçi,keçi,0,0,neu,0,0,0,0,0,0,0,0
goatee,козлиная бородка,keçi sakalı,keçi,0,0,neu,0,0,0,0,0,0,0,0
gob,плевок,ağız,gob,0,0,neu,0,0,dis,0,0,0,0,0
gobble,пожирать,silip süpürmek,gobble,0,0,neu,0,0,0,0,0,0,0,0
goblet,кубок,kadeh,qədəh,0,0,neu,0,0,0,0,0,0,0,0
goblin,гоблин,cin,qoblin,0,neg,0,0,0,dis,fea,0,0,0,0
god,бог,Tanrı,tanrı,pos,0,0,0,ant,0,fea,joy,0,0,tru
goddess,богиня,tanrıça,tanrıça,0,0,neu,0,0,0,0,0,0,0,0
godfather,крестный отец,vaftiz babası,xaç atası,0,0,neu,0,0,0,0,0,0,0,0
godless,безбожный,Allah'sız,allahsız,0,neg,0,ang,0,0,0,0,0,0,0
godly,благочестивый,dindar,dindar,pos,0,0,0,0,0,0,joy,0,0,tru
godsend,находка,ganimet,ilahi,pos,0,0,0,0,0,0,joy,0,sur,0
goggle,таращить глаза,patlak,gözlük,0,0,neu,0,0,0,0,0,0,0,0
goggles,очки защитные,gözlük,eynək,0,0,neu,0,0,0,0,0,0,0,0
gold,золото,altın,qızıl,pos,0,0,0,0,0,0,0,0,0,0
golden,золотой,altın,qızıl,0,0,neu,0,0,0,0,0,0,0,0
golf,гольф,golf,qolf,0,0,neu,0,0,0,0,0,0,0,0
gondola,гондола,gondol,gondol,0,0,neu,0,0,0,0,0,0,0,0
gong,гонг,gong,gong,0,0,neu,0,0,0,0,0,0,0,0
gonorrhea,гонорея,belsoğukluğu,gonoreya,0,neg,0,ang,0,dis,fea,0,sad,0,0
goo,слизь,yapışkan madde,goo,0,neg,0,0,0,dis,0,0,0,0,0
good,хорошо,iyi,yaxşı,pos,0,0,0,ant,0,0,joy,0,sur,tru
goodbye,До свидания,Güle güle,sağol,0,0,neu,0,0,0,0,0,0,0,0
goodly,красивый,güzel,yaxşı,pos,0,0,0,0,0,0,0,0,0,0
goodness,доброта,iyilik,yaxşılıq,pos,0,0,0,ant,0,0,joy,0,sur,tru
goods,товары,mal,mallar,pos,0,0,0,0,0,0,0,0,0,0
goodwill,доброжелательность,iyi niyet,xoş niyyət,pos,0,0,0,0,0,0,0,0,0,0
goody,сентиментальный,ne güzel,xeyir,0,0,neu,0,0,0,0,0,0,0,0
gooey,липкий,aşırı duygusal,gooey,0,0,neu,0,0,0,0,0,0,0,0
goose,Гусь,Kaz,qaz,0,0,neu,0,0,0,0,0,0,0,0
gopher,суслик,sincap,gopher,0,0,neu,0,0,0,0,0,0,0,0
gore,кровь,kan pıhtısı,gore,0,neg,0,ang,0,dis,fea,0,sad,0,0
gorge,теснина,geçit,dərə,0,neg,0,0,0,dis,0,0,0,0,0
gorgeous,великолепный,muhteşem,qəşəng,pos,0,0,0,0,0,0,joy,0,0,0
gorilla,горилла,goril,qorilla,0,neg,0,0,0,0,0,0,0,0,0
gory,окровавленный,kanlı,gory,0,neg,0,ang,0,dis,fea,0,sad,0,0
gospel,евангелие,Müjde,müjdə,pos,0,0,0,0,0,0,0,0,0,tru
gossip,сплетни,dedikodu,dedi -qodu,0,neg,0,0,0,0,0,0,0,0,0
gouge,обманывать,oymak,oymaq,0,neg,0,0,0,0,0,0,0,0,0
gourmet,гурман,Gurme,gurme,0,0,neu,0,0,0,0,0,0,0,0
gout,подагра,gut,podaqra,0,neg,0,0,0,0,0,0,0,0,0
govern,управлять,yönetmek,idarə etmək,pos,0,0,0,0,0,0,0,0,0,tru
governess,гувернантка,mürebbiye,hökmdar,0,0,neu,0,0,0,0,0,0,0,tru
governing,руководящий,yöneten,idarəetmə,0,0,neu,0,0,0,0,0,0,0,0
government,правительство,hükümet,hökumət,0,neg,0,0,0,0,fea,0,0,0,0
governor,губернатор,vali,qubernator,0,0,neu,0,0,0,0,0,0,0,tru
gown,платье,cüppe,xalat,0,0,neu,0,0,0,0,0,0,0,0
grab,захват,kapmak,tutmaq,0,neg,0,ang,0,0,0,0,0,0,0
grace,благодать,lütuf,lütf,pos,0,0,0,0,0,0,0,0,0,0
graceful,изящный,zarif,zərif,pos,0,0,0,0,0,0,0,0,0,0
gracious,милостивый,zarif,lütfkar,pos,0,0,0,0,0,0,0,0,0,0
graciously,любезно,nezaketle,lütfkarcasına,pos,0,0,0,0,0,0,0,0,0,0
gradation,градация,derece,dərəcələnmə,0,0,neu,0,0,0,0,0,0,0,0
grade,класс,sınıf,sinif,0,0,neu,0,0,0,0,0,0,0,0
grader,грейдер,sınıf öğrencisi,greyder,0,0,neu,0,0,0,0,0,0,0,0
gradient,градиент,eğim,gradient,0,0,neu,0,0,0,0,0,0,0,0
gradual,постепенное,kademeli,tədricən,0,0,neu,0,ant,0,0,0,0,0,0
gradually,постепенно,kademeli olarak,tədricən,0,0,neu,0,0,0,0,0,0,0,0
graduation,градация,mezuniyet,məzuniyyət,pos,0,0,0,ant,0,fea,joy,0,sur,tru
grain,зерна,tahıl,taxıl,0,0,neu,0,0,0,0,0,0,0,0
gram,грамм,gram,qram,0,0,neu,0,0,0,0,0,0,0,0
grammar,грамматика,dilbilgisi,qrammatika,0,0,neu,0,0,0,0,0,0,0,tru
grand,великий,büyük,böyük,0,0,neu,0,0,0,0,0,0,0,0
grandchildren,внучата,torunlar,nəvələr,pos,0,0,0,ant,0,0,joy,0,0,tru
grandeur,величие,ihtişam,əzəmət,pos,0,0,0,0,0,0,0,0,0,0
grandfather,дед,dede,baba,0,0,neu,0,0,0,0,0,0,0,tru
grandiose,грандиозный,görkemli,möhtəşəm,0,0,neu,0,0,0,0,0,0,0,0
grandmother,бабушка,büyükanne,nənə,pos,0,0,0,0,0,0,0,0,0,0
grange,мыза,çiftlik,grange,0,0,neu,0,0,0,0,0,0,0,0
granite,гранит,granit,qranit,0,0,neu,0,0,0,0,0,0,0,0
grant,предоставлять,hibe,qrant,pos,0,0,0,ant,0,0,joy,0,0,tru
granted,предоставляется,verilen,verildi,pos,0,0,0,0,0,0,0,0,0,0
grantee,гранта,imtiyaz sahibi,qrant alan,0,0,neu,0,0,0,0,0,0,0,0
grantor,даритель,burs veren kuruluş,qrant verən,0,0,neu,0,0,0,0,0,0,0,0
granular,гранулированный,granül,dənəvər,0,0,neu,0,0,0,0,0,0,0,0
granule,гранула,granül,qranul,0,0,neu,0,0,0,0,0,0,0,0
grapes,виноград,üzüm,üzüm,0,0,neu,0,0,0,0,0,0,0,0
graphics,графика,Grafik,qrafika,0,0,neu,0,0,0,0,0,0,0,0
grapple,бороться,boğuşmak,mübarizə,0,0,neu,0,0,0,0,0,0,0,0
grasp,понимание,kavramak,tutmaq,0,0,neu,0,0,0,0,0,0,0,0
grasping,схватив,açgözlü,tutmaq,0,neg,0,0,ant,0,0,0,0,0,0
grass,трава,çim,ot,0,0,neu,0,0,0,0,0,0,0,0
grasshopper,кузнечик,çekirge,çəyirtkə,0,0,neu,0,0,0,0,0,0,0,0
grassy,травяной,çimenli,otlu,0,0,neu,0,0,0,0,0,0,0,0
grate,решетка,ızgara,rəndələmək,0,neg,0,0,0,0,0,0,0,0,0
grated,тертый,rendelenmiş,qızardılmış,0,neg,0,ang,0,0,0,0,0,0,0
grateful,благодарный,minnettar,minnətdar,pos,0,0,0,0,0,0,0,0,0,0
gratify,ублажать,sevindirmek,sevindirmək,pos,0,0,0,0,0,0,joy,0,sur,0
grating,решетка,ızgara,ızgara,0,neg,0,ang,0,dis,0,0,0,0,0
gratis,бесплатно,bedava,pulsuz,0,0,neu,0,0,0,0,0,0,0,0
gratitude,благодарность,şükran,minnətdarlıq,pos,0,0,0,0,0,0,joy,0,0,0
gratuitous,безвозмездный,gereksiz,təmənnasız,0,0,neu,0,0,dis,0,0,0,0,0
gratuity,пособие,armağan,bəxşiş,0,0,neu,0,0,0,0,0,0,0,0
grave,могила,mezar,məzar,0,neg,0,0,0,0,fea,0,sad,0,0
gravel,гравий,çakıl,çınqıl,0,0,neu,0,0,0,0,0,0,0,0
graver,резец,graver,daha ağır,0,0,neu,0,0,0,0,0,0,0,0
gravitate,тяготеть,çekilmek,çəkmək,0,0,neu,0,ant,0,0,0,0,0,0
gravitation,гравитация,yerçekimi,cazibə qüvvəsi,0,0,neu,0,0,0,0,0,0,0,0
gravity,вес,yerçekimi,ağırlıq,0,0,neu,0,0,0,0,0,0,0,0
gravy,соус,sos,sos,0,0,neu,0,0,0,0,0,0,0,0
gray,серый,gri,Boz,0,0,neu,0,0,dis,0,0,sad,0,0
graze,царапина,sıyrık,otarmaq,0,0,neu,0,0,0,0,0,0,0,0
grease,смазка,gres,yağ,0,0,neu,0,0,0,0,0,0,0,0
greasy,жирный,yağlı,yağlı,0,0,neu,0,0,dis,0,0,0,0,0
greater,большая,büyük,daha böyük,pos,0,0,0,0,0,0,0,0,0,0
greatest,величайший,en büyük,ən böyük,0,0,neu,0,0,0,0,0,0,0,0
greatly,значительно,çok,çox,0,0,neu,0,0,0,0,0,0,0,0
